Recency,Frequency,Monetary,Cluster,Segment
19,26,196074,0,Loyal Customers
2,8,128592,3,Potential High-Value
0,38,425612,0,Loyal Customers
179,4,3596,1,Regular Shoppers
367,3,4597,2,Churned Customers
44,5,28595,1,Regular Shoppers
119,12,133438,3,Potential High-Value
4,3,34697,1,Regular Shoppers
51,9,30352,1,Regular Shoppers
69,25,235275,0,Loyal Customers
48,18,88288,3,Potential High-Value
329,2,44998,2,Churned Customers
197,7,78493,1,Regular Shoppers
466,1,70,2,Churned Customers
121,9,47091,1,Regular Shoppers
6,16,139214,3,Potential High-Value
96,10,100990,3,Potential High-Value
188,3,52497,1,Regular Shoppers
26,13,86537,3,Potential High-Value
12,14,102786,3,Potential High-Value
91,7,65893,1,Regular Shoppers
167,4,5196,1,Regular Shoppers
101,9,36942,1,Regular Shoppers
230,6,48394,1,Regular Shoppers
17,3,4897,1,Regular Shoppers
4,10,118361,3,Potential High-Value
6,6,56194,1,Regular Shoppers
42,5,6995,1,Regular Shoppers
53,10,17400,1,Regular Shoppers
35,8,123192,3,Potential High-Value
7,30,290226,0,Loyal Customers
78,2,19998,1,Regular Shoppers
63,8,104592,3,Potential High-Value
211,6,88894,1,Regular Shoppers
37,4,33067,1,Regular Shoppers
81,10,47451,1,Regular Shoppers
337,5,13195,2,Churned Customers
6,9,155591,3,Potential High-Value
92,8,54592,1,Regular Shoppers
9,30,311570,0,Loyal Customers
82,1,2499,1,Regular Shoppers
523,1,6999,2,Churned Customers
21,5,37695,1,Regular Shoppers
170,4,81996,1,Regular Shoppers
4,1,24999,1,Regular Shoppers
65,10,53990,1,Regular Shoppers
503,4,80796,2,Churned Customers
79,5,19495,1,Regular Shoppers
507,2,348,2,Churned Customers
15,7,14893,1,Regular Shoppers
134,8,42914,1,Regular Shoppers
13,7,45993,1,Regular Shoppers
165,24,263176,0,Loyal Customers
81,7,150493,3,Potential High-Value
692,1,179,2,Churned Customers
141,8,35742,1,Regular Shoppers
2,19,158031,3,Potential High-Value
210,4,25676,1,Regular Shoppers
10,10,61170,3,Potential High-Value
32,1,4499,1,Regular Shoppers
2,36,303914,0,Loyal Customers
97,5,10395,1,Regular Shoppers
191,9,191471,3,Potential High-Value
56,7,91493,3,Potential High-Value
74,1,2999,1,Regular Shoppers
85,10,106190,3,Potential High-Value
41,16,115914,3,Potential High-Value
101,8,13492,1,Regular Shoppers
50,3,6477,1,Regular Shoppers
2,21,134050,3,Potential High-Value
10,20,257630,0,Loyal Customers
56,9,140991,3,Potential High-Value
213,6,10845,1,Regular Shoppers
560,2,6498,2,Churned Customers
415,2,13498,2,Churned Customers
198,4,27246,1,Regular Shoppers
267,9,135157,3,Potential High-Value
174,5,17495,1,Regular Shoppers
370,3,17497,2,Churned Customers
17,22,215778,0,Loyal Customers
136,7,93493,1,Regular Shoppers
56,25,333225,0,Loyal Customers
87,7,18804,1,Regular Shoppers
307,3,96497,2,Churned Customers
33,3,47597,1,Regular Shoppers
22,12,119688,3,Potential High-Value
189,7,76793,1,Regular Shoppers
36,22,315078,0,Loyal Customers
29,5,62495,1,Regular Shoppers
261,2,4298,2,Churned Customers
76,8,57492,1,Regular Shoppers
228,5,50995,1,Regular Shoppers
49,14,73586,3,Potential High-Value
8,27,270015,0,Loyal Customers
6,6,17394,1,Regular Shoppers
312,5,43335,2,Churned Customers
231,4,37996,1,Regular Shoppers
13,10,57990,3,Potential High-Value
54,15,177585,3,Potential High-Value
3,7,61043,1,Regular Shoppers
6,55,638391,0,Loyal Customers
86,6,10444,1,Regular Shoppers
72,8,13793,1,Regular Shoppers
96,7,139493,3,Potential High-Value
85,4,61896,1,Regular Shoppers
17,4,58146,1,Regular Shoppers
12,6,71494,1,Regular Shoppers
36,7,54443,1,Regular Shoppers
99,17,122613,3,Potential High-Value
60,8,96292,3,Potential High-Value
204,6,117494,1,Regular Shoppers
710,1,19999,2,Churned Customers
265,7,31623,2,Churned Customers
180,8,73602,1,Regular Shoppers
145,3,3847,1,Regular Shoppers
222,3,4797,1,Regular Shoppers
493,3,79997,2,Churned Customers
79,25,304126,0,Loyal Customers
91,10,129590,3,Potential High-Value
186,10,69501,1,Regular Shoppers
72,7,49343,1,Regular Shoppers
586,1,5999,2,Churned Customers
164,12,156944,3,Potential High-Value
69,29,264849,0,Loyal Customers
11,22,179654,0,Loyal Customers
44,7,46003,1,Regular Shoppers
97,4,14996,1,Regular Shoppers
60,26,222874,0,Loyal Customers
139,1,1999,1,Regular Shoppers
50,5,75095,1,Regular Shoppers
113,8,58892,1,Regular Shoppers
79,9,68191,1,Regular Shoppers
43,7,60703,1,Regular Shoppers
27,44,461312,0,Loyal Customers
192,2,3498,1,Regular Shoppers
38,6,13294,1,Regular Shoppers
6,12,166849,3,Potential High-Value
16,23,122984,3,Potential High-Value
30,5,79995,1,Regular Shoppers
362,1,1999,2,Churned Customers
77,5,102145,1,Regular Shoppers
51,10,103990,3,Potential High-Value
51,6,58845,1,Regular Shoppers
205,5,155495,3,Potential High-Value
15,4,28146,1,Regular Shoppers
84,6,86994,1,Regular Shoppers
60,10,72590,3,Potential High-Value
12,9,13657,1,Regular Shoppers
276,4,93296,2,Churned Customers
72,22,164028,0,Loyal Customers
177,3,8697,1,Regular Shoppers
142,5,59995,1,Regular Shoppers
18,10,63020,3,Potential High-Value
42,14,227886,3,Potential High-Value
75,5,26995,1,Regular Shoppers
170,7,123993,3,Potential High-Value
23,7,115343,3,Potential High-Value
17,23,176927,0,Loyal Customers
187,1,2499,1,Regular Shoppers
100,3,4897,1,Regular Shoppers
103,3,4547,1,Regular Shoppers
534,4,106896,2,Churned Customers
173,1,39999,1,Regular Shoppers
225,2,52998,1,Regular Shoppers
15,19,257231,0,Loyal Customers
62,10,19690,1,Regular Shoppers
91,8,74642,1,Regular Shoppers
117,6,161594,3,Potential High-Value
11,5,9395,1,Regular Shoppers
33,9,31491,1,Regular Shoppers
65,6,22294,1,Regular Shoppers
35,12,71388,3,Potential High-Value
106,6,44360,1,Regular Shoppers
294,1,19999,2,Churned Customers
334,5,29595,2,Churned Customers
97,4,71496,1,Regular Shoppers
26,3,31597,1,Regular Shoppers
64,10,76840,3,Potential High-Value
682,2,798,2,Churned Customers
2,17,86023,3,Potential High-Value
176,1,29999,1,Regular Shoppers
151,3,6997,1,Regular Shoppers
189,6,53304,1,Regular Shoppers
25,27,95423,0,Loyal Customers
56,26,249504,0,Loyal Customers
13,29,189322,0,Loyal Customers
15,24,163377,0,Loyal Customers
143,24,199456,0,Loyal Customers
318,3,7297,2,Churned Customers
23,8,89992,3,Potential High-Value
684,1,39999,2,Churned Customers
51,18,124048,3,Potential High-Value
157,6,71294,1,Regular Shoppers
16,13,91937,3,Potential High-Value
94,10,90440,3,Potential High-Value
4,29,228671,0,Loyal Customers
607,1,999,2,Churned Customers
41,7,24893,1,Regular Shoppers
7,13,46837,3,Potential High-Value
8,9,53091,1,Regular Shoppers
68,20,282780,0,Loyal Customers
300,8,40292,2,Churned Customers
171,6,51894,1,Regular Shoppers
205,3,24497,1,Regular Shoppers
105,5,25825,1,Regular Shoppers
41,7,22443,1,Regular Shoppers
6,24,140976,0,Loyal Customers
60,7,88343,3,Potential High-Value
237,2,64998,1,Regular Shoppers
37,25,306981,0,Loyal Customers
270,2,27498,2,Churned Customers
121,6,33874,1,Regular Shoppers
17,7,82593,3,Potential High-Value
200,9,119152,3,Potential High-Value
95,2,36798,1,Regular Shoppers
26,21,231240,0,Loyal Customers
56,3,8497,1,Regular Shoppers
93,8,110092,3,Potential High-Value
8,18,110853,3,Potential High-Value
58,8,64942,1,Regular Shoppers
22,14,139757,3,Potential High-Value
19,8,103692,3,Potential High-Value
435,3,26247,2,Churned Customers
13,21,173545,0,Loyal Customers
28,10,71800,3,Potential High-Value
110,6,50524,1,Regular Shoppers
474,1,1499,2,Churned Customers
37,4,14096,1,Regular Shoppers
173,6,28794,1,Regular Shoppers
19,6,37644,1,Regular Shoppers
89,5,7351,1,Regular Shoppers
19,10,84940,3,Potential High-Value
130,2,26598,1,Regular Shoppers
3,2,13498,1,Regular Shoppers
41,12,38788,1,Regular Shoppers
35,10,11196,1,Regular Shoppers
339,4,3796,2,Churned Customers
117,6,46694,1,Regular Shoppers
5,11,146939,3,Potential High-Value
8,10,77840,3,Potential High-Value
97,10,27690,1,Regular Shoppers
87,7,113393,3,Potential High-Value
20,9,92991,3,Potential High-Value
2,9,60791,1,Regular Shoppers
209,2,44998,1,Regular Shoppers
516,3,4697,2,Churned Customers
8,25,189776,0,Loyal Customers
22,41,214140,0,Loyal Customers
111,8,69192,1,Regular Shoppers
35,4,23796,1,Regular Shoppers
12,9,74491,3,Potential High-Value
70,8,92092,3,Potential High-Value
82,10,129140,3,Potential High-Value
51,6,65144,1,Regular Shoppers
47,9,12257,1,Regular Shoppers
140,10,48090,1,Regular Shoppers
0,3,3497,1,Regular Shoppers
10,26,121590,0,Loyal Customers
77,7,25093,1,Regular Shoppers
41,10,84890,3,Potential High-Value
40,8,193892,3,Potential High-Value
100,3,87497,1,Regular Shoppers
27,8,56592,1,Regular Shoppers
11,6,37394,1,Regular Shoppers
307,4,30497,2,Churned Customers
13,5,12745,1,Regular Shoppers
612,1,4999,2,Churned Customers
86,10,22290,1,Regular Shoppers
72,6,94044,1,Regular Shoppers
62,6,67394,1,Regular Shoppers
0,18,170662,3,Potential High-Value
51,5,30795,1,Regular Shoppers
123,8,22093,1,Regular Shoppers
97,9,47501,1,Regular Shoppers
60,3,31997,1,Regular Shoppers
82,5,16975,1,Regular Shoppers
83,3,6497,1,Regular Shoppers
48,14,105507,3,Potential High-Value
48,7,69493,1,Regular Shoppers
3,11,155789,3,Potential High-Value
68,25,133275,0,Loyal Customers
154,9,67891,1,Regular Shoppers
59,4,81746,1,Regular Shoppers
224,5,122995,1,Regular Shoppers
240,1,999,2,Churned Customers
45,9,57791,1,Regular Shoppers
32,15,121485,3,Potential High-Value
139,6,66194,1,Regular Shoppers
40,9,84641,3,Potential High-Value
44,22,201074,0,Loyal Customers
48,9,13491,1,Regular Shoppers
1,14,19386,1,Regular Shoppers
58,3,24497,1,Regular Shoppers
17,18,163348,3,Potential High-Value
144,15,77035,3,Potential High-Value
12,9,41791,1,Regular Shoppers
15,5,184995,3,Potential High-Value
26,10,106290,3,Potential High-Value
27,9,120591,3,Potential High-Value
46,24,153206,0,Loyal Customers
148,6,44794,1,Regular Shoppers
60,9,81691,3,Potential High-Value
52,5,23095,1,Regular Shoppers
12,5,14295,1,Regular Shoppers
17,6,31895,1,Regular Shoppers
0,7,73893,1,Regular Shoppers
84,8,44092,1,Regular Shoppers
296,1,499,2,Churned Customers
98,9,168591,3,Potential High-Value
214,9,55471,1,Regular Shoppers
6,11,84089,3,Potential High-Value
59,10,104890,3,Potential High-Value
164,5,34295,1,Regular Shoppers
59,10,75690,3,Potential High-Value
50,20,252397,0,Loyal Customers
159,9,39991,1,Regular Shoppers
125,8,12692,1,Regular Shoppers
0,27,180976,0,Loyal Customers
64,4,9796,1,Regular Shoppers
29,24,168456,0,Loyal Customers
97,5,14995,1,Regular Shoppers
29,30,214270,0,Loyal Customers
5,8,107742,3,Potential High-Value
195,5,50095,1,Regular Shoppers
32,15,169685,3,Potential High-Value
103,9,162371,3,Potential High-Value
2,28,270272,0,Loyal Customers
83,15,131885,3,Potential High-Value
7,8,84592,3,Potential High-Value
8,8,72092,3,Potential High-Value
87,4,62996,1,Regular Shoppers
104,12,121838,3,Potential High-Value
74,9,66391,1,Regular Shoppers
11,28,249538,0,Loyal Customers
661,1,999,2,Churned Customers
23,29,231474,0,Loyal Customers
37,10,87490,3,Potential High-Value
10,9,128091,3,Potential High-Value
53,11,152889,3,Potential High-Value
23,9,107291,3,Potential High-Value
112,13,46138,1,Regular Shoppers
4,9,102191,3,Potential High-Value
249,2,6498,2,Churned Customers
98,9,45391,1,Regular Shoppers
419,1,2999,2,Churned Customers
56,7,99723,3,Potential High-Value
222,7,101893,1,Regular Shoppers
40,10,50540,1,Regular Shoppers
24,6,44294,1,Regular Shoppers
25,8,167443,3,Potential High-Value
80,10,63861,1,Regular Shoppers
14,27,164953,0,Loyal Customers
103,9,62491,1,Regular Shoppers
25,20,131180,3,Potential High-Value
7,8,177953,3,Potential High-Value
13,24,187876,0,Loyal Customers
153,4,46296,1,Regular Shoppers
136,2,4298,1,Regular Shoppers
47,23,88727,3,Potential High-Value
37,13,68719,3,Potential High-Value
0,23,310277,0,Loyal Customers
89,4,77396,1,Regular Shoppers
54,3,7997,1,Regular Shoppers
11,17,220233,0,Loyal Customers
30,18,176292,3,Potential High-Value
28,8,124492,3,Potential High-Value
138,9,146791,3,Potential High-Value
8,4,15996,1,Regular Shoppers
21,5,90495,1,Regular Shoppers
17,16,126900,3,Potential High-Value
126,10,59341,1,Regular Shoppers
13,9,51862,1,Regular Shoppers
127,1,1499,1,Regular Shoppers
67,7,20193,1,Regular Shoppers
30,18,106533,3,Potential High-Value
4,9,149771,3,Potential High-Value
24,5,57995,1,Regular Shoppers
69,9,21241,1,Regular Shoppers
398,2,27498,2,Churned Customers
43,4,25296,1,Regular Shoppers
52,25,201846,0,Loyal Customers
63,3,3248,1,Regular Shoppers
385,1,499,2,Churned Customers
13,20,133090,3,Potential High-Value
21,5,17925,1,Regular Shoppers
602,1,209,2,Churned Customers
126,10,244096,3,Potential High-Value
42,14,188397,3,Potential High-Value
41,5,71095,1,Regular Shoppers
60,6,29824,1,Regular Shoppers
22,16,248984,0,Loyal Customers
424,1,6999,2,Churned Customers
76,7,149493,3,Potential High-Value
126,4,116296,1,Regular Shoppers
187,5,76866,1,Regular Shoppers
58,3,2497,1,Regular Shoppers
2,9,158607,3,Potential High-Value
65,6,7244,1,Regular Shoppers
8,1,249,1,Regular Shoppers
200,10,88290,1,Regular Shoppers
88,4,42396,1,Regular Shoppers
295,5,33895,2,Churned Customers
137,2,2298,1,Regular Shoppers
28,8,39098,1,Regular Shoppers
43,10,54090,1,Regular Shoppers
680,1,2499,2,Churned Customers
78,9,62241,1,Regular Shoppers
45,1,34999,1,Regular Shoppers
24,10,72340,3,Potential High-Value
52,6,27594,1,Regular Shoppers
18,10,86150,3,Potential High-Value
44,10,59490,1,Regular Shoppers
7,28,223322,0,Loyal Customers
105,9,119591,3,Potential High-Value
376,4,33296,2,Churned Customers
182,6,32894,1,Regular Shoppers
56,22,132419,3,Potential High-Value
25,7,73793,1,Regular Shoppers
50,19,72631,3,Potential High-Value
24,4,6946,1,Regular Shoppers
15,30,418350,0,Loyal Customers
25,3,31797,1,Regular Shoppers
26,18,93392,3,Potential High-Value
184,10,54390,1,Regular Shoppers
118,3,6997,1,Regular Shoppers
29,27,208403,0,Loyal Customers
44,27,269224,0,Loyal Customers
449,2,2248,2,Churned Customers
39,9,70591,3,Potential High-Value
95,2,2564,1,Regular Shoppers
17,5,33945,1,Regular Shoppers
102,5,57195,1,Regular Shoppers
48,2,3498,1,Regular Shoppers
186,5,89295,1,Regular Shoppers
25,10,212890,3,Potential High-Value
462,6,5594,2,Churned Customers
423,1,89999,2,Churned Customers
86,10,201690,3,Potential High-Value
25,22,151788,0,Loyal Customers
263,5,8695,2,Churned Customers
6,10,15440,1,Regular Shoppers
64,3,57297,1,Regular Shoppers
25,15,67015,3,Potential High-Value
248,4,22096,2,Churned Customers
23,45,485365,0,Loyal Customers
0,19,207181,0,Loyal Customers
119,6,19094,1,Regular Shoppers
6,7,60644,1,Regular Shoppers
40,17,79584,3,Potential High-Value
261,14,166186,3,Potential High-Value
25,24,282706,0,Loyal Customers
79,10,119490,3,Potential High-Value
57,3,3897,1,Regular Shoppers
2,5,71295,1,Regular Shoppers
17,4,35996,1,Regular Shoppers
481,2,4598,2,Churned Customers
13,1,4999,1,Regular Shoppers
91,6,28794,1,Regular Shoppers
29,20,110396,3,Potential High-Value
201,8,121763,3,Potential High-Value
14,26,285104,0,Loyal Customers
199,6,40194,1,Regular Shoppers
18,27,238184,0,Loyal Customers
271,8,53042,2,Churned Customers
103,5,75995,1,Regular Shoppers
1,16,85145,3,Potential High-Value
178,10,120151,3,Potential High-Value
275,10,44540,2,Churned Customers
2,27,207434,0,Loyal Customers
156,3,2548,1,Regular Shoppers
17,4,28796,1,Regular Shoppers
485,1,499,2,Churned Customers
172,3,7997,1,Regular Shoppers
697,1,2999,2,Churned Customers
0,20,168560,3,Potential High-Value
195,1,2999,1,Regular Shoppers
27,29,329898,0,Loyal Customers
0,2,5798,1,Regular Shoppers
12,5,8205,1,Regular Shoppers
340,5,15295,2,Churned Customers
34,8,8942,1,Regular Shoppers
22,6,49904,1,Regular Shoppers
52,11,46689,1,Regular Shoppers
70,6,26694,1,Regular Shoppers
192,7,46993,1,Regular Shoppers
2,28,204622,0,Loyal Customers
578,1,1499,2,Churned Customers
58,14,64486,3,Potential High-Value
20,7,64359,1,Regular Shoppers
5,21,115479,3,Potential High-Value
6,25,196546,0,Loyal Customers
319,6,36274,2,Churned Customers
7,8,46322,1,Regular Shoppers
56,9,54791,1,Regular Shoppers
12,24,257093,0,Loyal Customers
135,10,58590,1,Regular Shoppers
62,22,191628,0,Loyal Customers
32,16,140284,3,Potential High-Value
268,4,25196,2,Churned Customers
411,4,3367,2,Churned Customers
8,11,34199,1,Regular Shoppers
427,6,55994,2,Churned Customers
17,9,76941,3,Potential High-Value
33,4,46046,1,Regular Shoppers
311,4,7496,2,Churned Customers
126,4,48496,1,Regular Shoppers
249,3,1397,2,Churned Customers
79,10,81740,3,Potential High-Value
84,9,128991,3,Potential High-Value
199,2,2798,1,Regular Shoppers
477,5,31695,2,Churned Customers
545,5,46595,2,Churned Customers
654,1,1499,2,Churned Customers
54,19,148187,3,Potential High-Value
62,2,2898,1,Regular Shoppers
50,8,178792,3,Potential High-Value
25,3,61997,1,Regular Shoppers
242,5,56745,1,Regular Shoppers
200,6,7724,1,Regular Shoppers
83,3,95207,1,Regular Shoppers
123,2,76998,1,Regular Shoppers
238,6,82344,1,Regular Shoppers
25,10,16290,1,Regular Shoppers
212,8,22093,1,Regular Shoppers
44,2,53498,1,Regular Shoppers
33,9,47691,1,Regular Shoppers
30,4,27796,1,Regular Shoppers
95,3,5297,1,Regular Shoppers
507,1,199,2,Churned Customers
160,4,4596,1,Regular Shoppers
4,10,184440,3,Potential High-Value
64,3,53647,1,Regular Shoppers
570,1,2499,2,Churned Customers
118,8,77043,1,Regular Shoppers
4,6,96194,3,Potential High-Value
140,5,57495,1,Regular Shoppers
11,7,78049,1,Regular Shoppers
365,1,2499,2,Churned Customers
55,6,14194,1,Regular Shoppers
642,1,1299,2,Churned Customers
149,6,36994,1,Regular Shoppers
45,16,141134,3,Potential High-Value
31,7,10203,1,Regular Shoppers
322,3,2297,2,Churned Customers
125,21,154209,3,Potential High-Value
224,1,4999,1,Regular Shoppers
15,10,42801,1,Regular Shoppers
68,13,235993,3,Potential High-Value
54,7,18293,1,Regular Shoppers
1,7,39693,1,Regular Shoppers
151,6,55365,1,Regular Shoppers
258,8,47092,1,Regular Shoppers
218,7,42093,1,Regular Shoppers
26,6,53844,1,Regular Shoppers
130,10,120490,3,Potential High-Value
175,1,599,1,Regular Shoppers
194,6,31994,1,Regular Shoppers
0,21,154409,3,Potential High-Value
43,10,198290,3,Potential High-Value
2,2,4998,1,Regular Shoppers
358,5,6345,2,Churned Customers
87,14,130366,3,Potential High-Value
6,23,168373,0,Loyal Customers
7,28,140802,0,Loyal Customers
198,4,42696,1,Regular Shoppers
16,3,2997,1,Regular Shoppers
64,4,22996,1,Regular Shoppers
197,1,249,1,Regular Shoppers
44,8,100792,3,Potential High-Value
35,13,132517,3,Potential High-Value
77,9,148641,3,Potential High-Value
4,12,195138,3,Potential High-Value
150,4,77396,1,Regular Shoppers
138,5,37095,1,Regular Shoppers
26,6,28794,1,Regular Shoppers
27,5,29395,1,Regular Shoppers
23,3,10497,1,Regular Shoppers
6,50,426406,0,Loyal Customers
88,4,33996,1,Regular Shoppers
61,8,145392,3,Potential High-Value
191,10,30846,1,Regular Shoppers
61,6,48094,1,Regular Shoppers
13,5,66095,1,Regular Shoppers
40,23,227427,0,Loyal Customers
466,1,999,2,Churned Customers
12,27,192394,0,Loyal Customers
43,7,45993,1,Regular Shoppers
0,7,12764,1,Regular Shoppers
74,5,6795,1,Regular Shoppers
209,5,30595,1,Regular Shoppers
19,8,29342,1,Regular Shoppers
12,29,149521,0,Loyal Customers
68,10,112550,3,Potential High-Value
671,1,299,2,Churned Customers
88,6,17444,1,Regular Shoppers
64,7,40893,1,Regular Shoppers
192,4,19346,1,Regular Shoppers
253,9,46041,1,Regular Shoppers
111,8,39992,1,Regular Shoppers
223,10,135440,3,Potential High-Value
39,10,68790,3,Potential High-Value
54,7,117793,3,Potential High-Value
331,3,3397,2,Churned Customers
54,6,27694,1,Regular Shoppers
1,10,73740,3,Potential High-Value
99,9,66141,1,Regular Shoppers
158,6,16594,1,Regular Shoppers
45,4,87996,1,Regular Shoppers
324,5,43795,2,Churned Customers
71,8,123153,3,Potential High-Value
118,4,44496,1,Regular Shoppers
25,9,31002,1,Regular Shoppers
28,9,78191,3,Potential High-Value
541,1,299,2,Churned Customers
345,7,12593,2,Churned Customers
21,1,69999,1,Regular Shoppers
8,11,107489,3,Potential High-Value
75,3,20847,1,Regular Shoppers
330,8,90992,2,Churned Customers
429,5,20975,2,Churned Customers
56,6,45694,1,Regular Shoppers
80,10,122620,3,Potential High-Value
120,7,85293,1,Regular Shoppers
